,idiom_id,idiom,sentence,emotion
946,189,at best,"At best, we'll arrive just in time for the event.",Hope
948,189,at best,"She always brings up my past mistakes, even when things are going at best.",Frustration
949,189,at best,"Their relationship is, at best, on shaky ground, and no one knows if it'll last.",Doubt
950,190,at bottom,"At bottom, he knew he was the reason the team failed.",Guilt
951,190,at bottom,"I've always known that, at bottom, she is a kind-hearted person.",Admiration
952,190,at bottom,"We were at bottom with our financial situation, but we managed to find a way out.",Relief
953,190,at bottom,"At the end of the day, they realized their common interests lay at bottom.",Surprise
955,191,at cross-purposes,"They were constantly arguing and talking at cross-purposes, which fueled his internal rage.",Anger
956,191,at cross-purposes,Trying to work with someone who's always at cross-purposes with you feels incredibly draining.,Frustration
957,191,at cross-purposes,"Their relationship was strained, as they often found themselves at cross-purposes, longing for the days when they were more in sync.",Longing
958,191,at cross-purposes,There was a sense of confusion in the room when everyone realized they had been working at cross-purposes.,Confusion
960,192,at death's door,"Despite the horrible accident, John managed to laugh even though he was at death's door.",Shock
961,192,at death's door,The poor kitten was at death's door before the rescue team arrived and saved it.,Pity
963,192,at death's door,"After being lost in the wild for three nights, the hiker was at death's door when he was found.",Desperation
964,192,at death's door,My grandmother managed to recover even though she was at death's door just a month ago.,Relief
965,193,at each other's throats,"They were at each other's throats over the inheritance, their anger boiling over.",Anger
966,193,at each other's throats,"Ever since the disagreement, the two neighbors have been at each other's throats, causing tension in the community.",Resentment
967,193,at each other's throats,"The constant bickering between the siblings has them at each other's throats, resulting in a frustrating family dynamic.",Frustration
968,193,at each other's throats,Being at each other's throats during the project made the collaborating partners feel exhausted and regretful.,Regret
969,193,at each other's throats,"The team members were at each other's throats, which only intensified their anxiety before the presentation.",Anxiety
970,194,at first,"At first, she felt overwhelmed by the recognition, but then a wave of pride washed over her.",Pride
972,194,at first,"At first, he didn't understand the game, but as soon as he caught on, excitement took over.",Excitement
973,194,at first,"At first, her words made me feel confused, but after some reflection, I felt a sense of relief.",Relief
974,194,at first,"At first, I felt alone in the new city, but I soon felt a strong longing for the adventure that awaited me.",Longing
976,195,at first blush,"When they handed me the difficult assignment, my heart sank at first blush.",Anxiety
977,195,at first blush,"At first blush, I felt the joy of seeing my family after years of separation.",Happiness
978,195,at first blush,The new employee's expertise really came through at first blush.,Admiration
979,195,at first blush,"At first blush, her sudden, dramatic hair change made everyone gasp.",Surprise
980,196,at full tilt,"After losing his job, he started looking for a new one at full tilt.",Desperation
981,196,at full tilt,"When she saw the ice cream truck, the child sprinted towards it at full tilt.",Excitement
982,196,at full tilt,He raced at full tilt to reach the finish line and break the record.,Determination
983,196,at full tilt,"She quickly cleaned the house at full tilt, just in time for her guests' arrival.",Relief
986,197,at heart,"Deep down, he's an environmentalist at heart and will always support nature conservation efforts.",Admiration
987,197,at heart,"At heart, I never truly believed that success would come this quickly.",Surprise
988,197,at heart,"Despite her strict demeanor, she had our best interests at heart.",Gratitude
989,197,at heart,"Lying to herself has always been a struggle, for she's an honest person at heart.",Regret
990,198,at home,"After a long day of work, he finally felt at home when he kicked off his shoes and sat down in his favorite chair.",Relief
991,198,at home,She could never feel truly at home in a city and longed for the countryside's peace and quiet.,Longing
992,198,at home,"When he first moved to the foreign country, he felt out of place, but as time went on, he started feeling at home, even forming new friendships there.",Happiness
993,198,at home,Her cousin's constant intrusion into her personal life made her feel uncomfortable and no longer at home in her own house.,Frustration
994,198,at home,"The moment they welcomed her into their hearts and offered her their support, she knew she was at home with this loving group of friends.",Affection
995,199,at large,"The criminal is still at large, making the whole town feel uneasy.",Anxiety
996,199,at large,"I managed to complete all my tasks, now I am at large to enjoy my weekend.",Relief
997,199,at large,"Her sarcastic remarks left me feeling at large, unsure if she was serious or joking.",Confusion
998,199,at large,Discovering that the rare species was still at large brought joy to the conservationists.,Happiness
999,199,at large,"After months of hard work, he couldn't believe he was finally at large to explore his hobbies.",Surprise
1000,200,at last,"After months of hard work, she completed her painting, and it felt like a huge burden had been lifted off her shoulders.",Relief
